file,row_index,correct_answer,rationale
1026_Legion/segment_0011.mp4,307,C,"In the latter part of the video, the man opens the trunk of the police car shown earlier and pulls out multiple automatic weapons, which he then hands to the other people."
1026_Legion/segment_0017.mp4,308,B,"In the target scene, the younger man is seen holding a shotgun with a distinctive perforated metal heat shield over the barrel, which is the same weapon shown in the hands of the man with the neck tattoo during the context."
1026_Legion/segment_0005.mp4,309,C,"In the workshop, the man is shown leaning over the wooden object and using a piece of material to vigorously rub or sand its side."
3074_THE_ROOMMATE/segment_0030.mp4,310,C,"In the target scene, the woman is seen walking through the campus and toward a door while holding a black spiral-bound notebook under her arm. This matches the sketchbook she was seen finding and flipping through in the blue crate during the context."
3074_THE_ROOMMATE/segment_0033.mp4,311,B,"In the target scene, after entering the dark room and closing the door, the woman is seen pulling the black sleeveless top over her head and removing it, revealing a black bra, before she walks toward the bed where a man is sleeping."
3074_THE_ROOMMATE/segment_0000.mp4,312,B,"In the target scene, the woman is walking down a hallway carrying a black leather jacket over her arm. This jacket matches the one she was wearing during her initial appearance in the building's lobby and outside."
3074_THE_ROOMMATE/segment_0015.mp4,313,C,"In the target scene at 0:39, the dark-haired woman is shown lying back wearing a red lacy top with thin straps. This garment is a clear change from the context (e.g., at 0:08 and 0:29), where she is consistently seen wearing a dark blue denim-style jacket."
3074_THE_ROOMMATE/segment_0036.mp4,314,C,"At the end of the scene, the woman in the white shirt is shown aiming a silver revolver at the woman in the black tank top. This is the same weapon seen being brandished earlier in the room."
3074_THE_ROOMMATE/segment_0018.mp4,315,B,"The man is seen in a dark room through a doorway, pulling his arms out of his grey suit jacket to take it off and tossing it aside."
3074_THE_ROOMMATE/segment_0010.mp4,316,C,"In the target scene, the room suddenly becomes dark as the overhead lights are turned off while the woman is still in the shower."
3074_THE_ROOMMATE/segment_0031.mp4,317,B,"In the target scene, when the woman is shown studying at her desk, her neck is bare and she is no longer wearing the light-colored scarf that was wrapped around her neck during the earlier scenes where she was walking and entering the building."
3074_THE_ROOMMATE/segment_0012.mp4,318,C,The photograph on the laptop screen shows the woman sitting at the table (who was seen kissing the man in the elevator during the context) and the blonde woman who was seen observing them from the hallway.
3074_THE_ROOMMATE/segment_0003.mp4,319,B,"In the context part of the clip, the blonde woman is seen in a bedroom adjusting or putting on a gold hoop earring. In the target scene at the art gallery, she is clearly shown wearing the same large gold hoop earrings as she watches the other women through a glass sculpture."
3074_THE_ROOMMATE/segment_0037.mp4,320,B,"In the final moments of the scene, the woman who was sitting against the furniture crawls toward the person on the floor and places her fingers on the side of that person's neck."
3074_THE_ROOMMATE/segment_0024.mp4,321,C,"The girl in the blazer is clearly visible standing next to the outdoor table while holding a white cup with a straw, the same style of cup she was using when shown inside the cafe."
3074_THE_ROOMMATE/segment_0026.mp4,322,C,"At 00:57, as the woman places her hand over the attendant's hand on the gas pump, a ring with a prominent clear stone is clearly visible on her left ring finger. This matches the jewelry seen earlier in the top desk drawer."
3074_THE_ROOMMATE/segment_0023.mp4,323,B,"The target scene shows the two women, who were established in the context as being inside the large residence, sitting at an outdoor table and drinking from white cups using straws."
3074_THE_ROOMMATE/segment_0013.mp4,324,B,"In the target scene, the woman who was previously peering through the books is visible in the background, standing in the same library aisle as the man while he looks around."
3074_THE_ROOMMATE/segment_0022.mp4,325,C,"At the conclusion of the scene, the woman whose portrait was seen on the wall is shown lying in a dark bedroom before she suddenly wakes up and looks around."
3074_THE_ROOMMATE/segment_0001.mp4,326,B,"In the target scene, the woman at the desk is drawing a portrait that clearly depicts the face of the other woman who was seen sleeping in the bed during the context."
3074_THE_ROOMMATE/segment_0016.mp4,327,C,"In the target scene, the woman in the black blazer is seen holding the same small black and white kitten that she received from a girl in the hallway during the earlier part of the video."
3074_THE_ROOMMATE/segment_0007.mp4,328,C,"While forcing the earring into her earlobe, the woman causes herself to bleed, and a close-up shot shows a small drop of blood on the tip of her thumb."
3074_THE_ROOMMATE/segment_0011.mp4,329,B,Clear droplets are seen falling from a wet black trouser leg and shoe onto the carpet at the beginning of the target scene. The context identifies the source of this liquid as the person in similar dark clothing was just inside a running shower.
3074_THE_ROOMMATE/segment_0005.mp4,330,B,"In the final scene of the clip, the woman who was earlier seen finding a kitten is shown wearing an apron and carrying a tray to serve customers at a table in a cafe."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0032.mp4,331,A,"In the target scene, the woman is shown holding the glass bottle and pouring the golden liquid directly onto the rifles and weapons stored in the wooden crate."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0000.mp4,332,C,"In the target scene, the boy is shown picking a piece off the colorful door and eating it, followed by the girl breaking off a piece of a rainbow-colored column and eating it as well."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0015.mp4,333,C,"In the target scene, after the witch stands back up, a man with long brown hair sneaks up behind her at 00:50 and presses a device to her neck. Blue electrical sparks are visible as she is shocked and falls unconscious."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0037.mp4,334,C,"As the characters move through the forest in the latter half of the video, the man in the long black coat is clearly visible holding and carrying a large, metallic multi-barreled gun."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0019.mp4,335,B,"In the target scene, the young man is shown pulling a two-wheeled wooden cart on which the injured woman lies covered by a blanket as they escape the area."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0014.mp4,336,C,"In the target scene, the man with long grey hair attempts to fight the pale woman with a wooden branch, but she strikes him, causing him to fall onto the forest floor."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0024.mp4,337,C,"In the target scene, the large grey-skinned creature bursts through the trees carrying a long wooden log and swings it to strike one of the men wearing a green coat."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0023.mp4,338,C,"At the very end of the clip, the captured woman in the green jacket is seen grabbing the long-haired man by his hair, pulling him close, and violently biting his face/nose, causing him to recoil in pain while clutching his bleeding nose."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0042.mp4,339,C,"In the target scene, the woman crawls to grab the silver injector from the floor and immediately hands it to the injured man lying next to her, who grasps it in his hand."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0008.mp4,340,D,"In the forest scene, the black dog is shown lying down on the ground to the right of the campfire near the seated men."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0035.mp4,341,B,"Shortly after the start of the target scene, the blonde woman fires the large mounted gun, hitting a witch flying on a broomstick who then crashes directly into the rocky wall and falls to the ground."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0007.mp4,342,C,"In the context, a woman hands a rolled-up scroll to the seated man, who unrolls it on the table. In the target scene, this same seated man is seen in the background looking at the unrolled scroll lying on the table while the man in the foreground winds his device."
3031_HANSEL_GRETEL_WITCH_HUNTERS/segment_0017.mp4,343,B,"In the target scene, the young girl (previously seen sleeping in bed during the context) is shown trapped sitting on the floor underneath a cage-like enclosure constructed of thick, gnarled wooden branches."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0032.mp4,344,C,"Near the end of the video, as the flying creature launches itself into the air to pursue the flying boy, the metal chain pulls taut and tears its stone anchor completely out of the rocky wall, freeing the creature."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0021.mp4,345,B,"At the end of the video, the boy with glasses walks down a corridor towards a decorative metal gate, which automatically swings open to reveal a room containing a fireplace and numerous golden trophies on display."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0075.mp4,346,B,"In the target scene, when the elderly man opens the door and enters the room, the open brown suitcase on the bed contains the red and black shirt that the boy with glasses was wearing during the previous events."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0033.mp4,347,C,"In the target scene, when the boy crashes and slides down the steep tiled roof, the broomstick slips away and falls out of view, leaving him hanging from the stone ledge with only his hands."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0069.mp4,348,C,"In the target scene, immediately following the magic cast in the context, a close-up reveals the newly formed hand is made of a shiny, metallic silver material with long, sharp-looking fingernails."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0051.mp4,349,A,"In the target scene, after swimming past the stone pillars, the boy with glasses reaches an open area where four people are seen floating vertically in the water, all wearing black robes with their eyes closed."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0003.mp4,350,B,"In the final seconds of the video, after the characters fall from the swirling vortex onto the grass, the old boot lands and bounces on the ground right next to the girl wearing the pink shirt."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0044.mp4,351,B,"After the man in the red uniform kisses her hand and walks away, the girl in the pink dress walks over to a table and sits down next to the two boys who are sitting there."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0037.mp4,352,C,"In the target scene, the boy with glasses and a white arm sling is sitting next to the red-haired boy and can be clearly seen smiling and grinning as the red-haired boy is pulled up by the teacher to demonstrate the dance."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0077.mp4,353,B,"In the final shot of the scene, the ship is shown from behind, moving forward and sailing away down the center of the long body of water."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0060.mp4,354,B,"In the target scene, a boy is shown running towards the camera through a narrow hedge corridor of the maze, wearing a shirt that is split vertically into yellow and black sections."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0078.mp4,355,B,"The context shows a carriage being pulled by a team of winged horses. In the target scene, this same group of winged horses can be seen flying in a V-formation far down the lake in the distance, pulling the carriage behind them."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0002.mp4,356,A,"In the context, the old man is seen carrying and aiming a flashlight through the dark hallway. In the target scene, the moving beam of light that illuminates the snake on the floor comes from this flashlight."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0052.mp4,357,B,"In the target scene, the swimmer with the shark head swims up to the captives, bites the rope holding the girl with long dark curly hair wearing black robes, and swims away with her to the surface."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0039.mp4,358,C,"At the beginning of the target scene, the teacher in black lowers his book to reveal his face, staring directly down at the girl sitting at the desk. The context establishes this girl as the one who was silently gesturing and communicating back and forth with the red-haired twin boys behind the teacher's back."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0062.mp4,359,A,"In the target scene, the boy with glasses steps out from behind the hedge and points a glowing wand at the short-haired boy, who immediately collapses and falls backward onto the ground."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0022.mp4,360,C,"In the target scene, the man with the scarred face and mechanical eye (who was shown in a close-up during the earlier questioning) is standing in the background on the left and can be seen raising a small metal flask to his mouth to take a drink."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0054.mp4,361,C,"In the target scene, the boy wearing glasses casts a spell underwater, causing him to shoot rapidly out of the lake, fly through the air, and land on a wooden platform where onlookers immediately gather to assist him."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0061.mp4,362,C,"In the target scene (specifically around 0:37 to 0:41), the person introduced in the context wearing the light-colored jacket is shown standing right next to the dark green hedge wall, with branches and leaves partially covering the right side of his face."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0001.mp4,363,A,"In the target scene, the man looks out of his window and sees a single illuminated window in the upper story of the large, otherwise dark mansion on the hill. Recognizing this, he gathers his keys and a flashlight to go investigate the building."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0059.mp4,364,A,"Near the end of the video, the man wearing glasses and a brown cloak/jacket is shown embracing and hugging the competitor dressed in the yellow and black shirt."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0056.mp4,365,A,"In the target scene, after the boy drops the crawling creatures, the doors of a dark cabinet swing open by themselves. Inside, a stone pedestal is shown holding a shallow basin that glows with swirling blue light."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0064.mp4,366,B,"In the target scene, the character wearing the yellow and black shirt is shown lying on the ground, being pulled backward and tightly wrapped by thick, moving tree roots and branches before being rescued."
1051_Harry_Potter_and_the_goblet_of_fire/segment_0049.mp4,367,C,"Once underwater, close-up shots show the young man's feet growing skin-like webbing between his toes, followed by a shot of his hands developing clear webbing between his fingers."
3015_CHARLIE_ST_CLOUD/segment_0032.mp4,368,B,"At the start of the target scene, a man's hand enters the frame from the right side and gently pats the cheek of the boy wearing the baseball cap, who smiles in response."
3015_CHARLIE_ST_CLOUD/segment_0033.mp4,369,B,"Near the end of the clip, as the man crawls out of the water, the camera pans to show the yellow hood and red jacket lying flat on the dark, wet rocky ground in the background of the cave."
3015_CHARLIE_ST_CLOUD/segment_0036.mp4,370,C,"At the end of the video, the man on the boat looks at the woman, smiles, and extends his right hand directly out toward her."
3015_CHARLIE_ST_CLOUD/segment_0006.mp4,371,C,"In the target scene, the man in the military uniform is shown holding a white sheet of paper against a gravestone and rubbing a dark tool over it to transfer the inscription. This paper-rubbing activity is the exact action referred to when the rule ""no rubbing"" was mentioned in the preceding scene."
3015_CHARLIE_ST_CLOUD/segment_0012.mp4,372,B,"When the young man is shown leaning against a railing under a streetlight, the black bag he was carrying earlier is clearly visible resting on the ground at his feet."
3015_CHARLIE_ST_CLOUD/segment_0003.mp4,373,A,"In the target scene, the older brother who was shown being treated next to his flatlining brother in the ambulance is seen alive and wearing a black suit at the cemetery during the funeral service."
3015_CHARLIE_ST_CLOUD/segment_0013.mp4,374,C,"In the target scene, the woman in the green cardigan stands on the deck of the sailboat, raises her left hand to her eye, and curls her fingers to mimic looking through a telescope or spyglass while looking out."
3015_CHARLIE_ST_CLOUD/segment_0007.mp4,375,D,"As the man walks through the cemetery, he is shown carrying a large black bag over his right shoulder and holding a black baseball glove in his left hand, which matches the glove he retrieved from a drawer earlier."
3015_CHARLIE_ST_CLOUD/segment_0038.mp4,376,C,"In the target scene, the man in the red shirt is clearly shown tossing a baseball up in the air and catching it repeatedly as he walks through the sunlit woods before meeting a woman."
3015_CHARLIE_ST_CLOUD/segment_0005.mp4,377,B,"During the zoom-out sequence starting at 00:37, the camera pulls back high above the trees to reveal that the dense forest where the characters are situated is located next to a large body of water with several islands along the coastline."
3034_IDES_OF_MARCH/segment_0032.mp4,378,C,"In the target scene, the rear passenger door of the black SUV opens, and the man with glasses steps out onto the pavement. He remains standing in the alleyway as the SUV drives forward and leaves the scene."
3034_IDES_OF_MARCH/segment_0009.mp4,379,B,"The orange campaign banner near the end of the video features a portrait of the presidential candidate, who is the same man seen speaking at the podium in front of the American flag during the first half of the clip."
3034_IDES_OF_MARCH/segment_0037.mp4,380,A,"During the side profile shots in the target scene, a clear, coiled plastic earpiece tube is clearly visible wrapped behind the man's right ear and extending down to his collar."
3034_IDES_OF_MARCH/segment_0014.mp4,381,C,"In the target scene, the woman from the bedroom is shown sitting at a desk with an open laptop. She is holding a red pen in her hand and looking directly back at the man as he enters the office."
3034_IDES_OF_MARCH/segment_0025.mp4,382,C,"Near the end of the video, the man who entered the hotel room is shown walking outside in the rain towards a car parked in front of a large, illuminated arch bridge, and he opens the door to get inside."
3034_IDES_OF_MARCH/segment_0023.mp4,383,B,"After walking past large windows decorated with ""Pullman for President"" posters and flags, the man enters an office filled with campaign materials, including numerous posters supporting the candidate and a banner on the wall that reads ""Meet the hardest working campaign staff."""
3034_IDES_OF_MARCH/segment_0008.mp4,384,B,"In the target scene, as the man walks outside the airport and sits inside the plane, his light-blue shirt collar remains popped up, and his dark-red tie is loosely and messily knotted, just as the woman had left it in the context scene."
3032_HOW_DO_YOU_KNOW/segment_0030.mp4,385,C,"As the woman walks to and gets into the car, the strap of the grey shoulder bag is clearly visible on her shoulder, while the other two bags (the blue backpack and pink duffel bag) remain in the trunk of the first car where they were loaded earlier."
3032_HOW_DO_YOU_KNOW/segment_0010.mp4,386,C,"In the target scene, after she stops brushing her teeth and spits, the woman reaches toward the mirror and pulls off a pink sticky note from the bottom-left area before walking out of the frame."
3032_HOW_DO_YOU_KNOW/segment_0047.mp4,387,C,"In the target scene, right after the man in the dark suit walks out, the man in the light grey suit pulls the double wooden doors shut."
3032_HOW_DO_YOU_KNOW/segment_0006.mp4,388,C,"In the target scene, the man who was wearing a suit in the beginning is seen grilling a steak on a balcony. At around 00:50, he becomes frustrated and throws the metal tongs he was holding over the edge of the balcony."
3032_HOW_DO_YOU_KNOW/segment_0046.mp4,389,D,"When the man in the dark suit grabs the blonde woman's left wrist to lead her away from the bar, a shiny silver bracelet is clearly visible on her wrist. This is the same silver bracelet that was previously examined and admired by her friends."
3032_HOW_DO_YOU_KNOW/segment_0014.mp4,390,C,"In the target scene, the woman sitting on the sofa points her right hand to the left side of the room before placing her arm along the back of the sofa behind the man."
3032_HOW_DO_YOU_KNOW/segment_0024.mp4,391,B,"At the end of the video, the man in the suit is seen opening the apartment door and carrying the large blue duffel bag inside, followed by the woman in the blue sweater."
3032_HOW_DO_YOU_KNOW/segment_0002.mp4,392,C,"In the target scene, the woman grabs a red garment from the couch, which can be identified from the context as the red dress she was wearing when she first arrived at the building in the rain."
3032_HOW_DO_YOU_KNOW/segment_0040.mp4,393,B,"In the target scene, a blue and white transit bus pulls up to the wet street corner. The blonde woman then says goodbye to the man, boards the bus, and is seen inside looking out as it prepares to depart."
3032_HOW_DO_YOU_KNOW/segment_0005.mp4,394,A,"In the target scene around 00:43, a close-up shows the man with glasses, a grey suit, and a red tie looking down from the window at the street below. This is the same man who was shown reviewing papers in the office during the context."
3032_HOW_DO_YOU_KNOW/segment_0045.mp4,395,B,"At 00:36, the bottom right corner of the screen shows the man's hand holding the yellow container that was previously unwrapped."
1027_Les_Miserables/segment_0015.mp4,396,A,"In the context (around 00:13), a man in a brown coat is seen grabbing a woman's arm in the street. At the start of the target scene (00:30), this same man is shown looking down through a set of green-painted wooden slats before looking up."
1027_Les_Miserables/segment_0031.mp4,397,B,"Shortly after the couple is shown hugging, the man with the light-colored shawl who died in the chair is shown standing upright and singing while looking toward a bright archway."
1027_Les_Miserables/segment_0002.mp4,398,C,"When the priest opens the door, the man stands up defensively while holding the same wooden walking stick with the metallic top that he was seen using to hike across the mountains and forests earlier in the video."
1027_Les_Miserables/segment_0026.mp4,399,C,"In the target scene, the man with the bloody white shirt (who was shown sliding down the pipe in the context) rises from the muddy water, stops the scavenger, and then lifts the unconscious young man onto his shoulder, carrying him away through the sewer tunnels."
1027_Les_Miserables/segment_0007.mp4,400,C,"In the target scene, a man wearing a dark coat and a top hat approaches the short-haired woman in the red dress as she collapses against the wall, lifts her up into his arms, and carries her away."
1005_Signs/segment_0030.mp4,401,C,"In the target scene, the man turns around, bends down to the grass, and retrieves the white bundle of cloth. He then carries it in his hand as he walks up the stairs and enters the house."
1005_Signs/segment_0036.mp4,402,C,"Following the scenes of the boarded-up windows, a red door reinforced with wooden planks is shown shaking and rattling as someone attempts to force it open from the outside."
1005_Signs/segment_0031.mp4,403,C,"In the target scene, the older man in the light blue sweater is shown standing behind a boarded window and sliding a wooden plank upward to completely seal the horizontal gap in the window."
1005_Signs/segment_0006.mp4,404,C,"Shortly after the scene transitions, a shot through the window reveals a dark, slender silhouette standing upright on the sloped, shingled roof of the house."
1005_Signs/segment_0014.mp4,405,B,"During the night scene, the man previously seen holding the young girl on the car hood walks down the porch steps and across the yard while carrying a silver metal food bowl toward a barking German Shepherd chained near a red barn."
1005_Signs/segment_0028.mp4,406,A,"In the target scene, a dark, clawed hand reaches out from under a door frame, and the man uses the knife to slice the creature's fingers."
1005_Signs/segment_0026.mp4,407,B,"At the bottom of the blocked door, a dark hand with long, claw-like fingers is seen sliding out from the gap under the door frame."
1005_Signs/segment_0022.mp4,408,B,"After the phone rings, the man stands up from the bed, closes the book with the yellow sticky bookmarks, and keeps it in his left hand as he walks out of the bedroom."
1005_Signs/segment_0035.mp4,409,B,"At the end of the video, the man wearing the dark blue long-sleeve shirt is shown placing his hands on the shoulders of the boy who is wearing a plaid shirt and denim overalls."
1005_Signs/segment_0040.mp4,410,B,"In the final shot of the target scene, the young girl in the blue dress is shown sitting on the floor, leaning against the man who was previously shown stacking the sacks of feed against the door."
1005_Signs/segment_0011.mp4,411,C,"As the man in the white jacket walks behind the seated man, he quickly reaches into the front pocket of the leather vest and pulls out a pen with a red cap, after which the seated man looks down at his empty pocket in confusion."
1005_Signs/segment_0038.mp4,412,B,"Near the end of the video, when the man in the blue sweatshirt walks up to the closed wooden door to listen and tap on it, a pickaxe is clearly visible wedged diagonally against the floor and under the door handle to keep it shut."
1005_Signs/segment_0017.mp4,413,B,"After picking up the flashlight from the ground, the man is seen holding it and smacking it against his hand to get the flickering light to shine brightly again."
1005_Signs/segment_0005.mp4,414,B,"In the target scene, after the transition to nighttime, the father is shown awake in his bed, and the little girl appears standing in the dark doorway of his bedroom at the very end of the video."
3009_BATTLE_LOS_ANGELES/segment_0030.mp4,415,C,"When the round wall clock is shown for the second time, the hour hand is between the 7 and the 8, while the minute hand points directly at the 8, which indicates the time is 7:40."
3009_BATTLE_LOS_ANGELES/segment_0010.mp4,416,C,"In the target scene, the soldier wearing safety glasses (previously shown scanning the street with a scoped rifle) is seen sliding onto his back against a metal wire fence and firing his weapon toward the threat before scrambling to get up."
3009_BATTLE_LOS_ANGELES/segment_0014.mp4,417,B,"The soldier with the headset microphone, who is introduced speaking in the earlier sequence, can be seen on the far right side of the screen as the squad cautiously moves down the hallway of the police station."
3009_BATTLE_LOS_ANGELES/segment_0025.mp4,418,B,"In the target scene, the young girl with reddish-blonde hair is seen crying heavily while a female soldier holds her, followed by a dark-skinned male soldier talking to her to calm her down."
3009_BATTLE_LOS_ANGELES/segment_0026.mp4,419,B,"In the target scene, the man in the white shirt is shown being hit by gunfire and subsequently lies on the ground with a large bloodstain on his abdomen while a woman applies a bandage to his wound."
3009_BATTLE_LOS_ANGELES/segment_0016.mp4,420,B,"In the context (at 00:07), the dark-haired soldier points his finger and shouts a parting message to the casualty boarding the helicopter. In the target scene (at 00:41 and 00:56), this same soldier is shown sitting alone on a chair without his helmet."
3009_BATTLE_LOS_ANGELES/segment_0045.mp4,421,B,"In the latter half of the video, the soldier with the bloody head wound is shown standing up and then walking forward to join the other soldiers as they prepare to move out."
1026_Legion/segment_0030.mp4,422,B,"In the target scene, when the winged man presses the spiked weapon against his opponent's arms, the head of the weapon is clearly shown spinning rapidly, generating friction and smoke."
1026_Legion/segment_0029.mp4,423,B,"At the very end of the video, the side mirror of the stationary police car shows a pickup truck driving away into the darkness."
1026_Legion/segment_0009.mp4,424,B,"In the target scene, two men carry the injured man (who was previously attacked by the old woman) out of the diner and load him into the back of a black SUV, which then drives away."
1026_Legion/segment_0012.mp4,425,B,"Near the end of the video, the man wearing the light brown jacket and blue shirt (who was previously seen standing outside by the police car) is shown using a flashlight as he climbs up through a square opening/hatch in the ceiling."
1026_Legion/segment_0025.mp4,426,C,"After the first 30 seconds, the woman is shown trying to escape in a car but is blocked. She is then swarmed, overwhelmed, and pulled down to the ground by a crowd of hostile people."
1026_Legion/segment_0022.mp4,427,B,"As the blonde woman stands in profile in front of the mirror, her large pregnant belly is clearly visible, and she places her hand on her stomach."
1026_Legion/segment_0008.mp4,428,B,"In the target scene, the elderly woman suddenly lunges at the man in the grey suit sitting in the booth next to her and bites him on the neck, causing him to fall backwards onto the floor."
1026_Legion/segment_0016.mp4,429,C,"In the target scene, a close-up shot of the blonde woman reveals her name tag with the name ""Charlie"" clearly written on it. This is the same woman who is introduced holding a handgun at the very beginning of the video."
1026_Legion/segment_0007.mp4,430,C,"In the target scene, the man in the beige shirt is shown raising his hand and hitting a television set mounted on the wall to try to get it to work properly."
3074_THE_ROOMMATE/segment_0032.mp4,431,D,"In the target scene, when the girl walks over to the door and bends down to pick up the note from the carpet, her bare feet are clearly visible, showing that she is not wearing any shoes or socks."
3074_THE_ROOMMATE/segment_0004.mp4,432,A,"In the earlier part of the video, the woman in the denim jacket is seen wearing a gold chain necklace around her neck. At the end of the video, while she is away running, the woman in the black top is shown holding and looking at this same gold necklace in her hands."
3074_THE_ROOMMATE/segment_0021.mp4,433,C,"In the target scene, as the brunette woman gets out of the red car and enters the mansion, she is clearly shown wearing a red cardigan over her white shirt."
3074_THE_ROOMMATE/segment_0029.mp4,434,C,"After the dark-haired girl gets into the taxi, the girl in the plaid shirt (who got the tattoo) is shown sitting on a windowsill inside a brick building, watching the taxi depart from the window."
3074_THE_ROOMMATE/segment_0009.mp4,435,D,"In the library scene, the brown-haired woman walks up to the man studying at the desk and places her light-brown shoulder bag onto the table next to him."
3074_THE_ROOMMATE/segment_0006.mp4,436,B,"In the target scene at 0:48, when the woman sits on the edge of her bed, the brown patterned shoulder bag she was previously carrying is visible resting on the bed to her right."
3074_THE_ROOMMATE/segment_0020.mp4,437,C,"In the target scene, the girl lifts her white tank top to expose her midriff and then presses the extended blade of a utility knife into her stomach, cutting into her skin."
3074_THE_ROOMMATE/segment_0019.mp4,438,D,"During the target scene, the brunette woman from the photo frame walks into a studio. Around her neck, she is wearing a gold chain necklace with a distinct circular pendant."
3074_THE_ROOMMATE/segment_0014.mp4,439,C,"At the end of the video, a phone inside the nightstand drawer rings showing the caller ID ""SARA"". In the campus scene from the context, the brunette woman with straight hair is shown, who is the character Sara making the call."
3074_THE_ROOMMATE/segment_0002.mp4,440,D,"In the classroom, the instructor extends his hand toward the girl, who reacts by taking off her blue hat and handing it to him."
3074_THE_ROOMMATE/segment_0025.mp4,441,B,"In the target scene, when the dark-haired woman returns to her room, the bulletin board on the wall displays several detailed pencil sketches. These sketches clearly depict the face of the dark-haired woman who was introduced in the car during the context."
3074_THE_ROOMMATE/segment_0028.mp4,442,C,"At the end of the video, after her companion walks behind the curtain with the tattoo artist, the woman who was jogging sits down and opens a magazine to read."
3074_THE_ROOMMATE/segment_0027.mp4,443,C,"In the target scene, after a brief conversation in front of the mirror, the blonde woman leans in and kisses the woman wearing the blue dress on the lips."
3074_THE_ROOMMATE/segment_0008.mp4,444,B,"When the bedroom door is opened, the straight-haired woman is shown sitting on the floor in the hallway, leaning against the wall, before she stands up to face the curly-haired woman."
3074_THE_ROOMMATE/segment_0035.mp4,445,C,"In the target scene, when the woman opens the bedroom door and looks at the bed, she discovers another woman lying under the covers with grey tape covering her mouth."
3074_THE_ROOMMATE/segment_0034.mp4,446,C,"Following the stabbing shown in the context, a close-up of the man in the target scene reveals a small drop of blood trickling from his lips as his breathing stops."
3074_THE_ROOMMATE/segment_0038.mp4,447,B,"In the target scene (starting at 0:33), the woman walking towards and entering the building is wearing a thin gold chain necklace with a small round pendant. In the context scene (at 0:13), this same necklace is shown being pulled off the neck of the injured woman lying on the floor."
3074_THE_ROOMMATE/segment_0017.mp4,448,C,"At 00:33, the girl is seen closing the round glass door of the dryer where the kitten was placed, and at 00:34–00:35, she pushes the metal coin slot mechanism forward to start the machine."
