file,raw_response,question,option_A,option_B,option_C,option_D,option_E,correct_answer,rationale
3009_BATTLE_LOS_ANGELES/segment_0068.mp4,"Question:
After soldiers bring a man on a stretcher into a room and a soldier finishes checking on him, what action does the young boy take?

A. He runs out of the room to follow the soldier.
B. He hides behind a pile of crates in the corner.
C. He sits down next to the stretcher and holds the man's hand.
D. He begins to look through a medical kit for supplies.
E. He picks up a nearby radio to call for assistance.

Correct Answer: C

Rationale:
At approximately 0:24 in the clip, after the soldier leaves the bedside, the young boy is shown sitting on a chair next to the man on the stretcher and reaching out to hold the man's hand.","After soldiers bring a man on a stretcher into a room and a soldier finishes checking on him, what action does the young boy take?",He runs out of the room to follow the soldier.,He hides behind a pile of crates in the corner.,He sits down next to the stretcher and holds the man's hand.,He begins to look through a medical kit for supplies.,He picks up a nearby radio to call for assistance.,C,"At approximately 0:24 in the clip, after the soldier leaves the bedside, the young boy is shown sitting on a chair next to the man on the stretcher and reaching out to hold the man's hand."
3009_BATTLE_LOS_ANGELES/segment_0040.mp4,"Question:
While intercut with scenes of combat outside, what is the group of soldiers and the woman doing to the creature lying on the floor?

A. They are attempting to revive the creature using a portable defibrillator.
B. They are searching the creature's armor for a hidden weapon or key.
C. They are performing a field dissection by cutting into the creature to find an organ.
D. They are wrapping the creature in a specialized containment bag for transport.
E. They are injecting the creature with a chemical agent to dissolve its remains.

Correct Answer: C

Rationale:
Throughout the clip, characters are shown huddled over the creature, using their hands and tools to reach into its open chest cavity and pull out various slimy internal organs.","While intercut with scenes of combat outside, what is the group of soldiers and the woman doing to the creature lying on the floor?",They are attempting to revive the creature using a portable defibrillator.,They are searching the creature's armor for a hidden weapon or key.,They are performing a field dissection by cutting into the creature to find an organ.,They are wrapping the creature in a specialized containment bag for transport.,They are injecting the creature with a chemical agent to dissolve its remains.,C,"Throughout the clip, characters are shown huddled over the creature, using their hands and tools to reach into its open chest cavity and pull out various slimy internal organs."
3009_BATTLE_LOS_ANGELES/segment_0061.mp4,"Question:
What action are the soldiers performing on the man lying on the floor in the dark room?

A. They are searching his clothing for hidden weapons.
B. They are attempting to treat a bloody wound on his abdomen.
C. They are restraining him with plastic zip ties.
D. They are helping him put on a piece of military equipment.
E. They are forcibly removing him from the building.

Correct Answer: B

Rationale:
Throughout the clip, soldiers are seen huddled around the man, applying pressure with bandages and using medical tools on a heavily blood-stained area of his torso.",What action are the soldiers performing on the man lying on the floor in the dark room?,They are searching his clothing for hidden weapons.,They are attempting to treat a bloody wound on his abdomen.,They are restraining him with plastic zip ties.,They are helping him put on a piece of military equipment.,They are forcibly removing him from the building.,B,"Throughout the clip, soldiers are seen huddled around the man, applying pressure with bandages and using medical tools on a heavily blood-stained area of his torso."
3009_BATTLE_LOS_ANGELES/segment_0001.mp4,"Question:
What sequence of visible actions does the man in the military uniform on the right perform with the folder on the desk?

A. He reads a letter aloud, folds it, and places it in an envelope.
B. He signs multiple pages within the folder and then slides it across the desk to the other man.
C. He removes several photographs from the folder and attaches them to the wall.
D. He hands the folder to the other man, who then begins to sign the papers.
E. He rips a page out of the folder and throws it into a trash can.

Correct Answer: B

Rationale:
At approximately 0:17, the man is shown signing several documents in the folder before closing it and sliding it over to the person sitting across from him.",What sequence of visible actions does the man in the military uniform on the right perform with the folder on the desk?,"He reads a letter aloud, folds it, and places it in an envelope.",He signs multiple pages within the folder and then slides it across the desk to the other man.,He removes several photographs from the folder and attaches them to the wall.,"He hands the folder to the other man, who then begins to sign the papers.",He rips a page out of the folder and throws it into a trash can.,B,"At approximately 0:17, the man is shown signing several documents in the folder before closing it and sliding it over to the person sitting across from him."
3009_BATTLE_LOS_ANGELES/segment_0016.mp4,"Question:
What sequence of military activities is shown occurring at the Santa Monica Airport Forward Operating Base?

A. Paratroopers land on the runways and immediately begin firing at targets in the city.
B. Soldiers disembark from transport helicopters, mobilize inside a command hangar, and more helicopters take off.
C. Military vehicles are seen retreating from the city to the airport to board evacuation planes.
D. Technicians are shown refueling fighter jets while smoke from the city fills the sky.
E. Commanders meet with local police in a hangar to organize a joint defense of the airport.

Correct Answer: B

Rationale:
The clip shows soldiers arriving at the base via helicopter, scenes of them working with maps and computers inside a command hangar, and multiple helicopters departing from the airfield at the end.",What sequence of military activities is shown occurring at the Santa Monica Airport Forward Operating Base?,Paratroopers land on the runways and immediately begin firing at targets in the city.,"Soldiers disembark from transport helicopters, mobilize inside a command hangar, and more helicopters take off.",Military vehicles are seen retreating from the city to the airport to board evacuation planes.,Technicians are shown refueling fighter jets while smoke from the city fills the sky.,Commanders meet with local police in a hangar to organize a joint defense of the airport.,B,"The clip shows soldiers arriving at the base via helicopter, scenes of them working with maps and computers inside a command hangar, and multiple helicopters departing from the airfield at the end."
3009_BATTLE_LOS_ANGELES/segment_0055.mp4,"Question:
After a civilian man in a white shirt spots a rifle on the ground during the battle, what does he do?

A. He picks up the rifle and fires it at a mechanical creature jumping on a car.
B. He uses the rifle to break the window of an ambulance to rescue a soldier.
C. He gives the rifle to a wounded soldier so they can defend themselves.
D. He picks up the rifle and throws it into the back of a van before running away.
E. He crawls toward the rifle but is stopped when an explosion occurs nearby.

Correct Answer: A

Rationale:
At approximately 0:18, the man in the white shirt looks at a rifle on the ground, picks it up, and proceeds to shoot at a mechanical creature that has jumped onto a car.","After a civilian man in a white shirt spots a rifle on the ground during the battle, what does he do?",He picks up the rifle and fires it at a mechanical creature jumping on a car.,He uses the rifle to break the window of an ambulance to rescue a soldier.,He gives the rifle to a wounded soldier so they can defend themselves.,He picks up the rifle and throws it into the back of a van before running away.,He crawls toward the rifle but is stopped when an explosion occurs nearby.,A,"At approximately 0:18, the man in the white shirt looks at a rifle on the ground, picks it up, and proceeds to shoot at a mechanical creature that has jumped onto a car."
3009_BATTLE_LOS_ANGELES/segment_0048.mp4,"Question:
After the two soldiers finish talking inside the vehicle, what does the camera show as the bus travels along the road?

A. The bus stops to pick up more passengers from a street corner.
B. The bus drives past several abandoned and damaged cars parked under a bridge.
C. The bus collides with a concrete pillar under an overpass.
D. The bus turns onto a dirt road and disappears into a cloud of dust.
E. The bus is followed by a line of military tanks.

Correct Answer: B

Rationale:
At the end of the clip, the camera angle shifts to the exterior of the moving bus, showing it drive past a row of dusty, damaged silver cars positioned under a concrete overpass.","After the two soldiers finish talking inside the vehicle, what does the camera show as the bus travels along the road?",The bus stops to pick up more passengers from a street corner.,The bus drives past several abandoned and damaged cars parked under a bridge.,The bus collides with a concrete pillar under an overpass.,The bus turns onto a dirt road and disappears into a cloud of dust.,The bus is followed by a line of military tanks.,B,"At the end of the clip, the camera angle shifts to the exterior of the moving bus, showing it drive past a row of dusty, damaged silver cars positioned under a concrete overpass."
3009_BATTLE_LOS_ANGELES/segment_0007.mp4,"Question:
Which of the following best describes the progression of events involving the soldier in the clip?

A. He is seen preparing for duty, saying goodbye to a pregnant woman at home, and then moving with a military unit in a desert-like terrain.
B. He watches a news report about a disaster, packs his gear, and boards a military helicopter with his squad.
C. He says goodbye to his family at an airport before boarding a bus to a military training camp.
D. He is shown working on a military vehicle in a garage and then leading a patrol through a forest.
E. He receives orders via a phone call, puts on his uniform, and drives a truck to a desert base.

Correct Answer: A

Rationale:
The clip transitions from a soldier fastening his uniform and kneeling to touch the belly of a pregnant woman at a home to him and other soldiers on foot and in vehicles in a sandy, desert environment.",Which of the following best describes the progression of events involving the soldier in the clip?,"He is seen preparing for duty, saying goodbye to a pregnant woman at home, and then moving with a military unit in a desert-like terrain.","He watches a news report about a disaster, packs his gear, and boards a military helicopter with his squad.",He says goodbye to his family at an airport before boarding a bus to a military training camp.,He is shown working on a military vehicle in a garage and then leading a patrol through a forest.,"He receives orders via a phone call, puts on his uniform, and drives a truck to a desert base.",A,"The clip transitions from a soldier fastening his uniform and kneeling to touch the belly of a pregnant woman at a home to him and other soldiers on foot and in vehicles in a sandy, desert environment."
3009_BATTLE_LOS_ANGELES/segment_0011.mp4,"Question:
What do the soldiers do immediately after the officer at the front of the room tells them to ""Gear up""?

A. They gather around the projector screen to examine the maps closely.
B. They exit the room in an orderly fashion through the door marked ""EXIT.""
C. They stand up from their tables and begin putting on their tactical vests and equipment.
D. They sit back down and begin taking notes in their folders.
E. They stand at attention and salute the officer before leaving.

Correct Answer: C

Rationale:
At approximately 0:18, the officer gives the command to gear up, and the soldiers are immediately shown standing up and putting on their military vests and gear.","What do the soldiers do immediately after the officer at the front of the room tells them to ""Gear up""?",They gather around the projector screen to examine the maps closely.,"They exit the room in an orderly fashion through the door marked ""EXIT.""",They stand up from their tables and begin putting on their tactical vests and equipment.,They sit back down and begin taking notes in their folders.,They stand at attention and salute the officer before leaving.,C,"At approximately 0:18, the officer gives the command to gear up, and the soldiers are immediately shown standing up and putting on their military vests and gear."
3009_BATTLE_LOS_ANGELES/segment_0079.mp4,"Question:
After helping several civilians onto a transport vehicle, what do the military personnel observe from the air as they depart?

A. A dense forest with several small fires starting to spread
B. A large stadium being used as a temporary medical camp
C. A city skyline engulfed in smoke and fire with multiple large explosions occurring
D. A fleet of ships patrolling the waters near a coastal city
E. A clear, starry night sky above a quiet residential neighborhood

Correct Answer: C

Rationale:
The clip shows Marines loading children into a helicopter and taking off, followed by a view from the aircraft showing a city filled with smoke, fire, and several large explosions on the ground.","After helping several civilians onto a transport vehicle, what do the military personnel observe from the air as they depart?",A dense forest with several small fires starting to spread,A large stadium being used as a temporary medical camp,A city skyline engulfed in smoke and fire with multiple large explosions occurring,A fleet of ships patrolling the waters near a coastal city,"A clear, starry night sky above a quiet residential neighborhood",C,"The clip shows Marines loading children into a helicopter and taking off, followed by a view from the aircraft showing a city filled with smoke, fire, and several large explosions on the ground."
3009_BATTLE_LOS_ANGELES/segment_0072.mp4,"Question:
What sequence of physical actions does the soldier perform with the child?

A. He gives the child a radio and shows him how to use it.
B. He wraps a bandage around the child's head.
C. He holds the crying child, lifts him up, and then they embrace.
D. He searches the child's pockets for a hidden item.
E. He guides the child toward a group of other civilians.

Correct Answer: C

Rationale:
Throughout the clip, the soldier is seen kneeling to comfort the crying child, eventually lifting the boy up to eye level before they pull into a close embrace.",What sequence of physical actions does the soldier perform with the child?,He gives the child a radio and shows him how to use it.,He wraps a bandage around the child's head.,"He holds the crying child, lifts him up, and then they embrace.",He searches the child's pockets for a hidden item.,He guides the child toward a group of other civilians.,C,"Throughout the clip, the soldier is seen kneeling to comfort the crying child, eventually lifting the boy up to eye level before they pull into a close embrace."
3009_BATTLE_LOS_ANGELES/segment_0038.mp4,"Question:
After observing the invasion from a rooftop and discussing their options, what sequence of physical actions do the soldiers take to move through the city?

A. They board a transport helicopter to reach a different part of the city.
B. They slide down from a high ledge, run through a smoke-filled street, and enter a building.
C. They use an elevator to reach the ground floor and then exit onto the street.
D. They drive a military vehicle through a wall of fire to reach a nearby warehouse.
E. They climb a ladder to a higher rooftop and set up a sniper position.

Correct Answer: B

Rationale:
The video shows the soldiers jumping and sliding down a high concrete ledge or wall to reach the ground, followed by shots of them running through an area filled with smoke and debris before entering a building through a glass door.","After observing the invasion from a rooftop and discussing their options, what sequence of physical actions do the soldiers take to move through the city?",They board a transport helicopter to reach a different part of the city.,"They slide down from a high ledge, run through a smoke-filled street, and enter a building.",They use an elevator to reach the ground floor and then exit onto the street.,They drive a military vehicle through a wall of fire to reach a nearby warehouse.,They climb a ladder to a higher rooftop and set up a sniper position.,B,"The video shows the soldiers jumping and sliding down a high concrete ledge or wall to reach the ground, followed by shots of them running through an area filled with smoke and debris before entering a building through a glass door."
3009_BATTLE_LOS_ANGELES/segment_0049.mp4,"Question:
What is visible through the front windshield of the moving bus near the end of the clip?

A. A line of intact military vehicles parked along a clear highway.
B. A group of soldiers setting up a defensive perimeter in an open field.
C. A collapsed overpass with several burning tanks and heavy smoke.
D. A crowd of civilians blocking the road in a suburban neighborhood.
E. A series of undamaged skyscrapers in a bustling downtown area.

Correct Answer: C

Rationale:
At the end of the clip, the camera shows the view through the bus's front window, revealing a destroyed highway overpass, multiple tanks engulfed in flames, and thick black smoke.",What is visible through the front windshield of the moving bus near the end of the clip?,A line of intact military vehicles parked along a clear highway.,A group of soldiers setting up a defensive perimeter in an open field.,A collapsed overpass with several burning tanks and heavy smoke.,A crowd of civilians blocking the road in a suburban neighborhood.,A series of undamaged skyscrapers in a bustling downtown area.,C,"At the end of the clip, the camera shows the view through the bus's front window, revealing a destroyed highway overpass, multiple tanks engulfed in flames, and thick black smoke."
3009_BATTLE_LOS_ANGELES/segment_0017.mp4,"Question:
What is occurring as Marines and civilians move through the city streets while multiple helicopters fly low overhead?

A. A celebratory military parade is taking place through the center of town.
B. Marines are conducting a quiet, stealthy patrol through abandoned streets.
C. A chaotic scene unfolds with smoke rising, military vehicles present, and people running through the streets.
D. Civilians are lining the streets to cheer for the arriving military convoys.
E. A controlled demolition of a building is being watched by military personnel.

Correct Answer: C

Rationale:
The video depicts a state of urban chaos where Marines and civilians are seen running, smoke is visible in the background, and armored military vehicles are positioned in the streets. Several military helicopters are shown flying at low altitudes throughout the sequence.",What is occurring as Marines and civilians move through the city streets while multiple helicopters fly low overhead?,A celebratory military parade is taking place through the center of town.,"Marines are conducting a quiet, stealthy patrol through abandoned streets.","A chaotic scene unfolds with smoke rising, military vehicles present, and people running through the streets.",Civilians are lining the streets to cheer for the arriving military convoys.,A controlled demolition of a building is being watched by military personnel.,C,"The video depicts a state of urban chaos where Marines and civilians are seen running, smoke is visible in the background, and armored military vehicles are positioned in the streets. Several military helicopters are shown flying at low altitudes throughout the sequence."
3009_BATTLE_LOS_ANGELES/segment_0005.mp4,"Question:
While at the cemetery, what visible actions does the soldier in the tan uniform perform?

A. He salutes a headstone and places a small American flag in the grass.
B. He leans against a headstone, touches its surface, and walks away with a golf club.
C. He kneels to read an inscription and wipes dust off the marker with his sleeve.
D. He takes a photograph of a specific headstone and then leaves a flower on it.
E. He stands at attention before placing a ceremonial wreath on one of the graves.

Correct Answer: B

Rationale:
The video shows the soldier leaning on a headstone and reaching out to touch it with his hand before he is seen walking away from the row of graves while carrying a golf club.","While at the cemetery, what visible actions does the soldier in the tan uniform perform?",He salutes a headstone and places a small American flag in the grass.,"He leans against a headstone, touches its surface, and walks away with a golf club.",He kneels to read an inscription and wipes dust off the marker with his sleeve.,He takes a photograph of a specific headstone and then leaves a flower on it.,He stands at attention before placing a ceremonial wreath on one of the graves.,B,The video shows the soldier leaning on a headstone and reaching out to touch it with his hand before he is seen walking away from the row of graves while carrying a golf club.
3009_BATTLE_LOS_ANGELES/segment_0045.mp4,"Question:
As the soldiers exit the bus and take cover behind cars, what main threat appears in the air?

A. A squad of enemy paratroopers lands on the nearby rooftops.
B. A large mechanical craft flies low over the street and fires its weapons.
C. A series of mortar shells are launched from a distant building.
D. A group of smaller aerial drones swarms and encircles the bus.
E. A helicopter crashes into the gas station, causing a large explosion.

Correct Answer: B

Rationale:
The video shows a large, multi-nozzled mechanical craft flying very low over the street, firing at the ground as the soldiers scramble for cover behind vehicles.","As the soldiers exit the bus and take cover behind cars, what main threat appears in the air?",A squad of enemy paratroopers lands on the nearby rooftops.,A large mechanical craft flies low over the street and fires its weapons.,A series of mortar shells are launched from a distant building.,A group of smaller aerial drones swarms and encircles the bus.,"A helicopter crashes into the gas station, causing a large explosion.",B,"The video shows a large, multi-nozzled mechanical craft flying very low over the street, firing at the ground as the soldiers scramble for cover behind vehicles."
1026_Legion/segment_0032.mp4,"Question:
Following a series of vehicle crashes and explosions amidst heavy gunfire and fog, what action occurs at the end of the clip?

A. The shooter jumps from the balcony to the ground.
B. A semi-truck jackknifes and blocks the entire road.
C. Two cars come to a halt, and their doors are opened.
D. The remaining vehicles speed away into the distance.
E. An explosion destroys the building where the shooter is positioned.

Correct Answer: C

Rationale:
At the very end of the clip, two cars are seen stopping in the middle of the road in the fog, and the doors of the vehicles begin to swing open.","Following a series of vehicle crashes and explosions amidst heavy gunfire and fog, what action occurs at the end of the clip?",The shooter jumps from the balcony to the ground.,A semi-truck jackknifes and blocks the entire road.,"Two cars come to a halt, and their doors are opened.",The remaining vehicles speed away into the distance.,An explosion destroys the building where the shooter is positioned.,C,"At the very end of the clip, two cars are seen stopping in the middle of the road in the fog, and the doors of the vehicles begin to swing open."
1026_Legion/segment_0004.mp4,"Question:
After a man gathers multiple weapons from a rack and walks through a room, what happens as a police car drives past a building?

A. The man uses the weapons to shoot at the police officers through the car window.
B. An explosion occurs within the building, resulting in a cross-shaped hole in the wall.
C. The police officers stop their car to confront a suspicious person leaning against a wall.
D. A large fire starts in the middle of the street, forcing the police car to turn around.
E. The building's roof collapses entirely as the police car passes by.

Correct Answer: B

Rationale:
At the end of the clip, an explosion occurs in a building just as a police car passes, and the final shot reveals a hole in the wall shaped like a cross and framed by fire.","After a man gathers multiple weapons from a rack and walks through a room, what happens as a police car drives past a building?",The man uses the weapons to shoot at the police officers through the car window.,"An explosion occurs within the building, resulting in a cross-shaped hole in the wall.",The police officers stop their car to confront a suspicious person leaning against a wall.,"A large fire starts in the middle of the street, forcing the police car to turn around.",The building's roof collapses entirely as the police car passes by.,B,"At the end of the clip, an explosion occurs in a building just as a police car passes, and the final shot reveals a hole in the wall shaped like a cross and framed by fire."
1026_Legion/segment_0021.mp4,"Question:
After helping an injured man into a black SUV and driving away from the gas station, what significant environmental event is shown?

A. A massive earthquake causes the road to crack directly in front of the vehicle.
B. A large, dark cloud of dust or smoke is visible on the horizon and across the road ahead.
C. A sudden flash flood begins to wash across the desert road, blocking their path.
D. A massive swarm of insects descends from the sky and surrounds the vehicle.
E. A wildfire suddenly breaks out in the dry brush along the side of the highway.

Correct Answer: B

Rationale:
After the group flees the building and speeds away in the SUV, the camera shows a wide shot of a massive cloud of dust or smoke in the distance, followed by a view from the vehicle showing the cloud looming over the road ahead.","After helping an injured man into a black SUV and driving away from the gas station, what significant environmental event is shown?",A massive earthquake causes the road to crack directly in front of the vehicle.,"A large, dark cloud of dust or smoke is visible on the horizon and across the road ahead.","A sudden flash flood begins to wash across the desert road, blocking their path.",A massive swarm of insects descends from the sky and surrounds the vehicle.,A wildfire suddenly breaks out in the dry brush along the side of the highway.,B,"After the group flees the building and speeds away in the SUV, the camera shows a wide shot of a massive cloud of dust or smoke in the distance, followed by a view from the vehicle showing the cloud looming over the road ahead."
1026_Legion/segment_0030.mp4,"Question:
After a distorted figure in a yellow uniform is shot and killed, what do the men on the roof observe approaching through the dark landscape?

A. A single motorcycle speeding toward the building
B. A massive dust storm engulfing the horizon
C. A group of people running on foot across the field
D. A long line of numerous cars with bright headlights driving toward them
E. An explosion in the distance followed by a large fire

Correct Answer: D

Rationale:
After the creature is killed, the men on the roof look out into the darkness and see a single light that eventually reveals itself to be a long convoy of many cars with their headlights turned on.","After a distorted figure in a yellow uniform is shot and killed, what do the men on the roof observe approaching through the dark landscape?",A single motorcycle speeding toward the building,A massive dust storm engulfing the horizon,A group of people running on foot across the field,A long line of numerous cars with bright headlights driving toward them,An explosion in the distance followed by a large fire,D,"After the creature is killed, the men on the roof look out into the darkness and see a single light that eventually reveals itself to be a long convoy of many cars with their headlights turned on."
1026_Legion/segment_0075.mp4,"Question:
After the man and the woman carrying a baby climb onto a rock formation, what is shown in the wide shot of the landscape they are overlooking?

A. A vast, empty desert with no signs of civilization.
B. A dense jungle with a waterfall in the distance.
C. A valley with a river and a small town where smoke is rising.
D. A coastal area with waves crashing against the cliffs.
E. A futuristic city with flying vehicles and neon lights.

Correct Answer: C

Rationale:
Between the 0:11 and 0:17 marks, a wide shot reveals the characters standing on a high cliff overlooking a valley that contains a winding river and a small town where several plumes of smoke are visible.","After the man and the woman carrying a baby climb onto a rock formation, what is shown in the wide shot of the landscape they are overlooking?","A vast, empty desert with no signs of civilization.",A dense jungle with a waterfall in the distance.,A valley with a river and a small town where smoke is rising.,A coastal area with waves crashing against the cliffs.,A futuristic city with flying vehicles and neon lights.,C,"Between the 0:11 and 0:17 marks, a wide shot reveals the characters standing on a high cliff overlooking a valley that contains a winding river and a small town where several plumes of smoke are visible."
1026_Legion/segment_0033.mp4,"Question:
What happens as a group of people, including a young girl holding a balloon, walks toward the building?

A. The group and the men inside exchange greetings.
B. The men inside the building open fire on the group.
C. The young girl lets go of her balloon to signal peace.
D. The group outside sets the cars on fire to create a distraction.
E. The men inside drop their weapons and surrender to the group.

Correct Answer: B

Rationale: After showing the group of people and the girl approaching, the video cuts to men inside the building firing automatic weapons, followed by shots of people in the outside group falling as they are hit.","What happens as a group of people, including a young girl holding a balloon, walks toward the building?",The group and the men inside exchange greetings.,The men inside the building open fire on the group.,The young girl lets go of her balloon to signal peace.,The group outside sets the cars on fire to create a distraction.,The men inside drop their weapons and surrender to the group.,B,"After showing the group of people and the girl approaching, the video cuts to men inside the building firing automatic weapons, followed by shots of people in the outside group falling as they are hit."
1026_Legion/segment_0000.mp4,"Question:
After the man with a bloody face looks up toward the night sky, what visible change occurs in his surroundings?

A. A thick fog fills the alley.
B. Snow begins to fall on him.
C. A bright light shines down from the moon.
D. Heavy rain begins to fall.
E. The buildings around him begin to crumble.

Correct Answer: D

Rationale:
In the final seconds of the clip, as the man stares upward, heavy rain begins to fall and is clearly visible running down his face.","After the man with a bloody face looks up toward the night sky, what visible change occurs in his surroundings?",A thick fog fills the alley.,Snow begins to fall on him.,A bright light shines down from the moon.,Heavy rain begins to fall.,The buildings around him begin to crumble.,D,"In the final seconds of the clip, as the man stares upward, heavy rain begins to fall and is clearly visible running down his face."
1026_Legion/segment_0069.mp4,"Question:
As the car drives past the ""Red Ridge National Forest"" sign, what primary event occurs?

A. The driver loses control and crashes into a ditch after a tire blows out.
B. A winged figure lands on the car's roof and begins attacking the vehicle and its passengers.
C. A group of people blocks the road, forcing the car to stop.
D. The car's engine catches fire, filling the cabin with smoke.
E. A large bird flies into the windshield, shattering it completely.

Correct Answer: B

Rationale: A winged figure is shown landing on top of the moving car and repeatedly striking the roof and windows to reach the people inside.","As the car drives past the ""Red Ridge National Forest"" sign, what primary event occurs?",The driver loses control and crashes into a ditch after a tire blows out.,A winged figure lands on the car's roof and begins attacking the vehicle and its passengers.,"A group of people blocks the road, forcing the car to stop.","The car's engine catches fire, filling the cabin with smoke.","A large bird flies into the windshield, shattering it completely.",B,A winged figure is shown landing on top of the moving car and repeatedly striking the roof and windows to reach the people inside.
1026_Legion/segment_0029.mp4,"Question:
As the man in the blue cap stands in front of the truck's headlights, what physical transformation does he undergo?

A. His skin turns translucent and his bones become visible.
B. His eyes glow with a bright white light that matches the truck.
C. His mouth opens to an unnatural width and his arm and hand elongate into a claw-like shape.
D. He doubles in size and his uniform rips apart.
E. His hair grows rapidly and his face becomes covered in fur.

Correct Answer: C

Rationale: At the end of the clip, the man is shown opening his mouth extremely wide while his arm and hand visibly stretch and distort into a long, thin, three-fingered limb.","As the man in the blue cap stands in front of the truck's headlights, what physical transformation does he undergo?",His skin turns translucent and his bones become visible.,His eyes glow with a bright white light that matches the truck.,His mouth opens to an unnatural width and his arm and hand elongate into a claw-like shape.,He doubles in size and his uniform rips apart.,His hair grows rapidly and his face becomes covered in fur.,C,"At the end of the clip, the man is shown opening his mouth extremely wide while his arm and hand visibly stretch and distort into a long, thin, three-fingered limb."
1026_Legion/segment_0010.mp4,"Question:
What does the man in the vehicle do after checking his cell phone and passing a roadside billboard?

A. He pulls the car over to the shoulder of the road.
B. He reaches for and unfolds a paper map while driving.
C. He performs a U-turn to return to the billboard.
D. He adjusts the radio to find a new station.
E. He stops at a gas station to ask for directions.

Correct Answer: B

Rationale: After the man checks his phone and passes a billboard for ""Paradise Falls,"" he is shown picking up a large paper map from the passenger area and unfolding it over the steering wheel while the car is still in motion.",What does the man in the vehicle do after checking his cell phone and passing a roadside billboard?,He pulls the car over to the shoulder of the road.,He reaches for and unfolds a paper map while driving.,He performs a U-turn to return to the billboard.,He adjusts the radio to find a new station.,He stops at a gas station to ask for directions.,B,"After the man checks his phone and passes a billboard for ""Paradise Falls,"" he is shown picking up a large paper map from the passenger area and unfolding it over the steering wheel while the car is still in motion."
1026_Legion/segment_0066.mp4,"Question:
What happens to the man being held by the winged figure during their struggle?

A. He breaks free and escapes into the darkness of the room.
B. He is stabbed through the torso with a spiked weapon by the winged figure and collapses to the floor.
C. He manages to grab a nearby firearm and shoots the winged figure, forcing him to let go.
D. Both figures fall through a hole in the floor as the building collapses around them.
E. He uses a metal pipe to strike the winged figure, knocking him unconscious.

Correct Answer: B

Rationale:
The clip clearly shows the winged figure reaching for a spiked weapon on the ground and then driving it through the chest of the man he is holding, after which the man falls to the ground and remains still.",What happens to the man being held by the winged figure during their struggle?,He breaks free and escapes into the darkness of the room.,He is stabbed through the torso with a spiked weapon by the winged figure and collapses to the floor.,"He manages to grab a nearby firearm and shoots the winged figure, forcing him to let go.",Both figures fall through a hole in the floor as the building collapses around them.,"He uses a metal pipe to strike the winged figure, knocking him unconscious.",B,"The clip clearly shows the winged figure reaching for a spiked weapon on the ground and then driving it through the chest of the man he is holding, after which the man falls to the ground and remains still."
1026_Legion/segment_0031.mp4,"Question:
What happens to one of the cars as it approaches the men firing weapons from the elevated platform?

A. It crashes into a semi-truck passing on the road.
B. It explodes, flips over, and comes to a stop on its roof while burning.
C. It drives through a fence and stops in a field.
D. It turns around and retreats from the scene.
E. It runs out of fuel and comes to a stop near the building.

Correct Answer: B

Rationale:
Around the 0:08 mark, a car is shown exploding, flipping through the air, and landing on its roof while engulfed in flames.",What happens to one of the cars as it approaches the men firing weapons from the elevated platform?,It crashes into a semi-truck passing on the road.,"It explodes, flips over, and comes to a stop on its roof while burning.",It drives through a fence and stops in a field.,It turns around and retreats from the scene.,It runs out of fuel and comes to a stop near the building.,B,"Around the 0:08 mark, a car is shown exploding, flipping through the air, and landing on its roof while engulfed in flames."
1026_Legion/segment_0006.mp4,"Question:
After a man in a suit stabs a police officer from behind, what is the final action shown in the clip?

A. The police officer successfully subdues the man and calls for backup.
B. The man in the suit helps the officer into a vehicle and drives away.
C. The officer is shown lying on the ground as a patrol car with flashing lights speeds away.
D. A group of civilians arrives to put out the nearby fire while the officer recovers.
E. The police officer chases the man in the suit into a burning building.

Correct Answer: C

Rationale:
Following the stabbing and a short exchange of gunfire, the officer is seen wounded on the ground while a patrol car with flashing lights and sirens is shown driving quickly away down a city street.","After a man in a suit stabs a police officer from behind, what is the final action shown in the clip?",The police officer successfully subdues the man and calls for backup.,The man in the suit helps the officer into a vehicle and drives away.,The officer is shown lying on the ground as a patrol car with flashing lights speeds away.,A group of civilians arrives to put out the nearby fire while the officer recovers.,The police officer chases the man in the suit into a burning building.,C,"Following the stabbing and a short exchange of gunfire, the officer is seen wounded on the ground while a patrol car with flashing lights and sirens is shown driving quickly away down a city street."
1026_Legion/segment_0003.mp4,"Question:
After stitching a bloody wound on his back, what does the man do?

A. He wraps his torso in bandages and exits through a window.
B. He enters a room filled with rows of firearms and picks one up.
C. He cleans the bathroom sink and hides his medical supplies.
D. He puts on a suit and begins talking to a group of people in a dark room.
E. He collapses on the floor due to blood loss and waits for help.

Correct Answer: B

Rationale:
The man is clearly shown stitching a large wound on his upper back in a bathroom before the scene transitions to him walking down an aisle lined with numerous rifles and grabbing one of the weapons.","After stitching a bloody wound on his back, what does the man do?",He wraps his torso in bandages and exits through a window.,He enters a room filled with rows of firearms and picks one up.,He cleans the bathroom sink and hides his medical supplies.,He puts on a suit and begins talking to a group of people in a dark room.,He collapses on the floor due to blood loss and waits for help.,B,The man is clearly shown stitching a large wound on his upper back in a bathroom before the scene transitions to him walking down an aisle lined with numerous rifles and grabbing one of the weapons.
