file,raw_response,question,option_A,option_B,option_C,option_D,option_E
3009_BATTLE_LOS_ANGELES/segment_0019.mp4,"Question:
What object is used to cover the man who was shown receiving medical treatment in the store?

A. A dark green military jacket
B. A piece of folded cardboard
C. A thin, shiny silver blanket
D. A plain white cotton sheet
E. A thick black plastic tarp

Correct Answer: C

Rationale:
A soldier is seen unfolding a reflective, crinkly silver survival blanket and spreading it over the man lying on the floor.",What object is used to cover the man who was shown receiving medical treatment in the store?,A dark green military jacket,A piece of folded cardboard,"A thin, shiny silver blanket",A plain white cotton sheet,A thick black plastic tarp
3009_BATTLE_LOS_ANGELES/segment_0014.mp4,"Question:
What is the visible condition of the large mechanical object with multiple circular ports as a soldier approaches it on the road?

A. It is emitting a blue light from its ports.
B. It is sparking and has liquid leaking from it.
C. It is spinning its central components rapidly.
D. It is being loaded onto the back of a military truck.
E. It is hovering just above the debris on the street.

Correct Answer: B

Rationale:
The target scene shows the wreckage of the mechanical object on the ground, where electrical sparks and several streams of pouring liquid are visible coming from its structure.",What is the visible condition of the large mechanical object with multiple circular ports as a soldier approaches it on the road?,It is emitting a blue light from its ports.,It is sparking and has liquid leaking from it.,It is spinning its central components rapidly.,It is being loaded onto the back of a military truck.,It is hovering just above the debris on the street.
3009_BATTLE_LOS_ANGELES/segment_0028.mp4,"Question:
What happens to the green rectangular device that was seen earlier being used to target the mechanical structure?

A. It is left behind in the rubble as the soldiers retreat.
B. It is retrieved from the ground and carried to a new position.
C. It is handed over to a pilot in the nearby helicopter.
D. It is destroyed by a direct hit from the collapsing structure.
E. It is used as a shield by a soldier trapped under debris.

Correct Answer: B

Rationale:
In the target scene, a soldier is clearly shown picking up the green rectangular targeting device from the ground near the debris and later placing it down at a new location on a rocky ledge.",What happens to the green rectangular device that was seen earlier being used to target the mechanical structure?,It is left behind in the rubble as the soldiers retreat.,It is retrieved from the ground and carried to a new position.,It is handed over to a pilot in the nearby helicopter.,It is destroyed by a direct hit from the collapsing structure.,It is used as a shield by a soldier trapped under debris.
3009_BATTLE_LOS_ANGELES/segment_0023.mp4,"Question:
Based on the group of soldiers shown in the context, what is visible on the face of the Marine the sergeant is speaking to in the target scene?

A. Thick-rimmed glasses
B. A black balaclava
C. Dark camouflage paint or dirt
D. A large white bandage
E. Clear plastic goggles

Correct Answer: C

Rationale:
In the target scene, the sergeant is shown in a close-up speaking directly to a Marine whose face is smeared with dark camouflage paint or dirt, particularly on his cheeks and forehead. While another soldier in the background area is shown wearing glasses during a brief cutaway, the specific Marine being addressed by the sergeant does not wear them.","Based on the group of soldiers shown in the context, what is visible on the face of the Marine the sergeant is speaking to in the target scene?",Thick-rimmed glasses,A black balaclava,Dark camouflage paint or dirt,A large white bandage,Clear plastic goggles
3009_BATTLE_LOS_ANGELES/segment_0027.mp4,"Question:
What large object, featuring the same dark mechanical aesthetic as the interior seen earlier, is visible in the distance when a soldier looks past a ruined wall?

A. A skyscraper under construction
B. A massive, vertical alien machine or craft
C. A bridge spanning a river
D. A line of telephone poles
E. A group of storage silos

Correct Answer: B

Rationale:
In the target scene, at approximately 01:06, a soldier peers from behind a concrete wall and looks at a tall, complex, dark metallic machine standing amidst the rubble of the destroyed city. This structure shares the same intricate, bio-mechanical design as the alien environment shown in the context.","What large object, featuring the same dark mechanical aesthetic as the interior seen earlier, is visible in the distance when a soldier looks past a ruined wall?",A skyscraper under construction,"A massive, vertical alien machine or craft",A bridge spanning a river,A line of telephone poles,A group of storage silos
3009_BATTLE_LOS_ANGELES/segment_0013.mp4,"Question:
After the bus comes to a halt and is jolted by an impact, what is the soldier with the mustache, who was previously seen using a radio, looking at through the bus's windows and roof?

A. Other soldiers rappelling down the side of a building
B. The pulsating internal organs of an alien
C. Several dark, mechanical flying craft in the sky
D. A fleet of military helicopters arriving to help
E. The civilian woman who boarded the bus earlier

Correct Answer: C

Rationale:
The target scene shows the soldier with the mustache looking up in shock as multiple grey, mechanical-looking vessels are seen flying and maneuvering in the sky through the bus's windows and roof openings.","After the bus comes to a halt and is jolted by an impact, what is the soldier with the mustache, who was previously seen using a radio, looking at through the bus's windows and roof?",Other soldiers rappelling down the side of a building,The pulsating internal organs of an alien,"Several dark, mechanical flying craft in the sky",A fleet of military helicopters arriving to help,The civilian woman who boarded the bus earlier
3009_BATTLE_LOS_ANGELES/segment_0022.mp4,"Question:
What interaction occurs between the soldier and the boy who was previously seen crying at the man's bedside?

A. The soldier hands the boy a small electronic game.
B. The soldier picks the boy up and carries him on his back.
C. The soldier embraces the boy in a hug while the boy continues to cry.
D. The soldier salutes the boy and stands at attention.
E. The soldier points the boy towards a chair in the tent.

Correct Answer: C

Rationale:
The target scene shows the soldier holding the boy in a hug, with the boy leaning his head against the soldier's tactical vest while weeping.",What interaction occurs between the soldier and the boy who was previously seen crying at the man's bedside?,The soldier hands the boy a small electronic game.,The soldier picks the boy up and carries him on his back.,The soldier embraces the boy in a hug while the boy continues to cry.,The soldier salutes the boy and stands at attention.,The soldier points the boy towards a chair in the tent.
3009_BATTLE_LOS_ANGELES/segment_0008.mp4,"Question:
Where is the small object that the soldier was preparing eventually thrown?

A. Behind a stone wall
B. Through a house window
C. Under a parked car
D. Into a swimming pool
E. Into a trash bin

Correct Answer: D

Rationale:
In the scene, the soldier is shown throwing the object into the water of a swimming pool, which is followed by a large splash and an explosion.",Where is the small object that the soldier was preparing eventually thrown?,Behind a stone wall,Through a house window,Under a parked car,Into a swimming pool,Into a trash bin
3009_BATTLE_LOS_ANGELES/segment_0001.mp4,"Question:
What does the soldier in the camouflage uniform take from the glass bowl on the desk before leaving the office?

A. A single business card
B. A large handful of the small, colored items
C. A set of silver keys
D. A handful of blue pens
E. A pair of wire-rimmed glasses

Correct Answer: B

Rationale:
At the beginning of the target scene, the soldier concludes his meeting, stands up, and reaches into the glass bowl to grab a large handful of the small, pastel-colored marshmallows that were introduced in the preceding context.",What does the soldier in the camouflage uniform take from the glass bowl on the desk before leaving the office?,A single business card,"A large handful of the small, colored items",A set of silver keys,A handful of blue pens,A pair of wire-rimmed glasses
3009_BATTLE_LOS_ANGELES/segment_0007.mp4,"Question:
Where is the soldier located when he fires his weapon through a hole in the wall?

A. Inside a commercial kitchen
B. In a laundry room with multiple machines
C. Within a crowded storage warehouse
D. On a balcony overlooking a street
E. Inside a small residential bathroom

Correct Answer: B

Rationale:
In the target scene, the soldier is seen firing his rifle while standing next to large, white industrial appliances and a blue laundry basket, which the previous scenes established as being part of a laundry room.",Where is the soldier located when he fires his weapon through a hole in the wall?,Inside a commercial kitchen,In a laundry room with multiple machines,Within a crowded storage warehouse,On a balcony overlooking a street,Inside a small residential bathroom
3009_BATTLE_LOS_ANGELES/segment_0011.mp4,"Question:
On the rooftop where a large satellite dish is visible, what specific figure is seen through the soldier's rifle scope on top of a distant building?

A. A group of civilians waving for help
B. A tall, spindly, multi-legged alien creature
C. A military transport helicopter
D. A news reporter with a camera
E. A large billboard with an advertisement

Correct Answer: B

Rationale:
In the target scene, the view through the soldier's rifle scope clearly shows several small figures on a rooftop, including one prominent, tall, and spindly alien creature with multiple thin legs.","On the rooftop where a large satellite dish is visible, what specific figure is seen through the soldier's rifle scope on top of a distant building?",A group of civilians waving for help,"A tall, spindly, multi-legged alien creature",A military transport helicopter,A news reporter with a camera,A large billboard with an advertisement
3009_BATTLE_LOS_ANGELES/segment_0017.mp4,"Question:
What object does the wounded soldier, who was seen earlier receiving medical aid on the ground during the firefight, hand to the person kneeling over him?

A. A map
B. A set of metal dog tags
C. A sidearm
D. A radio
E. A first aid kit

Correct Answer: B

Rationale:
In the target scene, the soldier lying on the ground reaches into his vest, retrieves a set of metal dog tags on a chain, and hands them to the soldier kneeling beside him.","What object does the wounded soldier, who was seen earlier receiving medical aid on the ground during the firefight, hand to the person kneeling over him?",A map,A set of metal dog tags,A sidearm,A radio,A first aid kit
3009_BATTLE_LOS_ANGELES/segment_0005.mp4,"Question:
While the soldiers are navigating through the smoke-filled residential area, what item of gear, which they were shown preparing earlier, is clearly visible on their backs?

A. Oxygen cylinders
B. Large camouflage backpacks
C. Folded stretchers
D. Signal flares
E. Satellite dishes

Correct Answer: B

Rationale:
In the shots of the soldiers moving through the smoke (starting around 01:03), they are consistently shown wearing bulky camouflage-patterned backpacks, which matches the equipment they were seen putting on during their preparation phase in the earlier part of the video.","While the soldiers are navigating through the smoke-filled residential area, what item of gear, which they were shown preparing earlier, is clearly visible on their backs?",Oxygen cylinders,Large camouflage backpacks,Folded stretchers,Signal flares,Satellite dishes
1026_Legion/segment_0004.mp4,"Question:
After the loud noise begins, what action does the man who was previously seen talking to a younger man outside the diner perform on the television set?

A. He uses a knob to turn the volume down.
B. He hits the top of the television with his palm.
C. He pulls the power plug from the wall outlet.
D. He adjusts the antenna to improve the signal.
E. He uses a remote control to change the channel.

Correct Answer: B

Rationale:
In the target scene, the man who was introduced at the start of the clip walks up to the television mounted on the wall and strikes the top of it once with his open hand.","After the loud noise begins, what action does the man who was previously seen talking to a younger man outside the diner perform on the television set?",He uses a knob to turn the volume down.,He hits the top of the television with his palm.,He pulls the power plug from the wall outlet.,He adjusts the antenna to improve the signal.,He uses a remote control to change the channel.
1026_Legion/segment_0021.mp4,"Question:
What distinctive detail can be seen on the driver's forearm during his physical struggle with the winged figure?

A. A thick leather protective gauntlet
B. A series of dark, intricate markings or tattoos
C. A glowing blue light emanating from his skin
D. A metal brace supporting his wrist
E. A bandage soaked in red blood

Correct Answer: B

Rationale:
During the fight inside the car, the driver's arm is clearly visible, showing the same dark patterns that were established in a close-up earlier in the video.",What distinctive detail can be seen on the driver's forearm during his physical struggle with the winged figure?,A thick leather protective gauntlet,"A series of dark, intricate markings or tattoos",A glowing blue light emanating from his skin,A metal brace supporting his wrist,A bandage soaked in red blood
1026_Legion/segment_0000.mp4,"Question:
What is the man with tattoos on his back shown doing to the large injury he is inspecting in the mirror?

A. He is applying a square adhesive bandage.
B. He is cleaning the blood away with a white cloth.
C. He is sewing the wound together using a needle.
D. He is rubbing a bar of soap directly onto the wound.
E. He is using a pair of tweezers to remove a shard of glass.

Correct Answer: C

Rationale:
The man is clearly shown in front of a mirror holding a curved metal needle and pulling a thin thread through the skin around the large, bloody opening on his upper back to close the wound.",What is the man with tattoos on his back shown doing to the large injury he is inspecting in the mirror?,He is applying a square adhesive bandage.,He is cleaning the blood away with a white cloth.,He is sewing the wound together using a needle.,He is rubbing a bar of soap directly onto the wound.,He is using a pair of tweezers to remove a shard of glass.
1026_Legion/segment_0015.mp4,"Question:
As the blue minivan sits by the gas pumps, what are the two people previously established on the roof of the building doing?

A. Waving to get the driver's attention
B. Taking photographs of the vehicle
C. Aiming firearms toward the minivan
D. Throwing objects at the car
E. Using a radio to call for help

Correct Answer: C

Rationale:
In the target scene, the man and woman on the roof are shown looking through the scopes and sights of their guns, pointing them directly at the minivan and its driver.","As the blue minivan sits by the gas pumps, what are the two people previously established on the roof of the building doing?",Waving to get the driver's attention,Taking photographs of the vehicle,Aiming firearms toward the minivan,Throwing objects at the car,Using a radio to call for help
1026_Legion/segment_0018.mp4,"Question:
What is contained inside the white cloth bundle that the man in the tan jacket catches after diving across the floor?

A. A set of mechanical parts
B. A collection of weapons
C. A newborn infant
D. A medical supply kit
E. A portable radio

Correct Answer: C

Rationale:
The context shows a baby being born and wrapped in a white, textured cloth. In the target scene, after a woman runs with the bundle and drops it, the man in the tan jacket is seen catching the same white-wrapped bundle.",What is contained inside the white cloth bundle that the man in the tan jacket catches after diving across the floor?,A set of mechanical parts,A collection of weapons,A newborn infant,A medical supply kit,A portable radio
1026_Legion/segment_0009.mp4,"Question:
What happens to the wood-paneled station wagon with a roof rack that was seen driving toward the building?

A. It crashes into a parked patrol car.
B. It is engulfed in an explosion and flips upside down.
C. It loses its roof rack as it passes under a sign.
D. It stops and several people get out.
E. It collides with the side of a large truck carrying pipes.

Correct Answer: B

Rationale:
In the target scene, the wood-paneled car is hit by gunfire or an explosive, causing it to erupt into a massive fireball and flip completely over while sliding down the road. This specific car, distinguished by its wood paneling and roof rack, was shown earlier skidding along the same stretch of road.",What happens to the wood-paneled station wagon with a roof rack that was seen driving toward the building?,It crashes into a parked patrol car.,It is engulfed in an explosion and flips upside down.,It loses its roof rack as it passes under a sign.,It stops and several people get out.,It collides with the side of a large truck carrying pipes.
1026_Legion/segment_0006.mp4,"Question:
What is the man who was previously bitten by the elderly woman doing when he is seen in the bathroom?

A. Looking out a window at a dark cloud
B. Drinking from a blue beverage can
C. Vomiting into a toilet
D. Washing blood off his hands
E. Searching for a first aid kit

Correct Answer: C

Rationale:
In the target scene, the man wearing a grey t-shirt, who was shown being bitten on the neck in the context, is seen hunched over a toilet bowl, coughing and retching as if vomiting. Another man in a tan shirt is present but is the one performing the other actions like drinking and looking out the window.",What is the man who was previously bitten by the elderly woman doing when he is seen in the bathroom?,Looking out a window at a dark cloud,Drinking from a blue beverage can,Vomiting into a toilet,Washing blood off his hands,Searching for a first aid kit
1026_Legion/segment_0003.mp4,"Question:
What is placed into the wooden crate that was previously carried across the yard?

A. A stack of folded blankets
B. A large stone carving with wings
C. A collection of metal tools
D. A pile of car parts
E. A bag of groceries

Correct Answer: B

Rationale:
In the target scene, a man is shown in a workshop cleaning a large, grey stone sculpture that clearly features wings before he places it into the wooden crate.",What is placed into the wooden crate that was previously carried across the yard?,A stack of folded blankets,A large stone carving with wings,A collection of metal tools,A pile of car parts,A bag of groceries
1026_Legion/segment_0020.mp4,"Question:
How does the man with wings eventually incapacitate the man who is choking him?

A. He throws the man onto a glass table until it breaks.
B. He stabs the man in the torso with a spiked weapon.
C. He flies into a ceiling vent to knock the man off.
D. He uses a chain and ball to hit the man's head.
E. He shoots the man with a handgun he retrieves from the floor.

Correct Answer: B

Rationale:
In the target scene, the man with wings reaches down to pick up a spiked weapon and thrusts it backward into the torso of the man on his back, causing him to fall off and lie motionless on the floor.",How does the man with wings eventually incapacitate the man who is choking him?,He throws the man onto a glass table until it breaks.,He stabs the man in the torso with a spiked weapon.,He flies into a ceiling vent to knock the man off.,He uses a chain and ball to hit the man's head.,He shoots the man with a handgun he retrieves from the floor.
1026_Legion/segment_0019.mp4,"Question:
When the man in the black t-shirt begins firing his weapon, what does the man with the large black wings use as a shield to protect himself?

A. A heavy metal kitchen counter
B. A thick wooden table
C. His black wings
D. A large refrigerator
E. A car door

Correct Answer: C

Rationale:
In the target scene, after the man in the black shirt starts shooting an automatic rifle, the man with wings brings his large black wings forward, folding them tightly around his body to block the incoming bullets, which are seen sparking as they hit the wings.","When the man in the black t-shirt begins firing his weapon, what does the man with the large black wings use as a shield to protect himself?",A heavy metal kitchen counter,A thick wooden table,His black wings,A large refrigerator,A car door
1026_Legion/segment_0014.mp4,"Question:
What is the physical condition of the woman who was seen lighting a cigarette in a mirror?

A. She is tied to a chair with rope.
B. She is noticeably pregnant.
C. She has a hook for a right hand.
D. She is wearing a black tank top and a skirt.
E. She is bleeding from a wound on her neck.

Correct Answer: B

Rationale:
After the woman in the bathroom finishes smoking, she turns to her side, and her profile reveals a large pregnant belly.",What is the physical condition of the woman who was seen lighting a cigarette in a mirror?,She is tied to a chair with rope.,She is noticeably pregnant.,She has a hook for a right hand.,She is wearing a black tank top and a skirt.,She is bleeding from a wound on her neck.
1026_Legion/segment_0002.mp4,"Question:
After the woman introduced at the trailer sits on the swing set, what does she do before returning to the trailer?

A. She hands the man a small object from her pocket.
B. She places her hand on the man’s shoulder.
C. She points toward the glowing lights on the trailer.
D. She helps the man adjust his jacket.
E. She gives the man a hug.

Correct Answer: B

Rationale:
In the target scene, the woman (who was shown exiting the trailer in the context) is sitting on a swing next to the man. Before she stands up to walk back and enter the trailer, she reaches out and places her hand on the man's shoulder.","After the woman introduced at the trailer sits on the swing set, what does she do before returning to the trailer?",She hands the man a small object from her pocket.,She places her hand on the man’s shoulder.,She points toward the glowing lights on the trailer.,She helps the man adjust his jacket.,She gives the man a hug.
1026_Legion/segment_0023.mp4,"Question:
In the scene where the man is driving the vehicle, what is the woman who was previously seen on the cliff doing?

A. She is driving while the man sleeps in the passenger seat.
B. She is sitting in the passenger seat holding the baby.
C. She is sitting in the back seat looking out the rear window.
D. She is standing in the bed of a truck behind the man.
E. She is sitting on the roof of the vehicle.

Correct Answer: B

Rationale:
In the target scene, the woman is shown sitting in the passenger seat of the car, holding the baby in her arms while the man drives.","In the scene where the man is driving the vehicle, what is the woman who was previously seen on the cliff doing?",She is driving while the man sleeps in the passenger seat.,She is sitting in the passenger seat holding the baby.,She is sitting in the back seat looking out the rear window.,She is standing in the bed of a truck behind the man.,She is sitting on the roof of the vehicle.
1026_Legion/segment_0013.mp4,"Question:
What is the physical condition of the man previously seen tied to a structure with skin boils when he is shown lying on the floor?

A. He is completely healed of all skin marks.
B. He is restrained with metal chains.
C. He has a large, smoking rupture in his torso.
D. He is unconscious but physically intact.
E. He is wearing a new set of clothes.

Correct Answer: C

Rationale:
In the final moments of the video, the man is shown lying on his back with a large, glowing, and smoking opening where his chest and abdomen have burst apart.",What is the physical condition of the man previously seen tied to a structure with skin boils when he is shown lying on the floor?,He is completely healed of all skin marks.,He is restrained with metal chains.,"He has a large, smoking rupture in his torso.",He is unconscious but physically intact.,He is wearing a new set of clothes.
1026_Legion/segment_0022.mp4,"Question:
Following the struggle established earlier, who or what descends from the bright light to intervene as the winged creature threatens the man in the green shirt?

A. A rescue helicopter using a searchlight
B. A woman holding a baby
C. A second winged figure wearing armor
D. A group of armed men from a truck
E. A giant bird with glowing feathers

Correct Answer: C

Rationale:
In the target scene, while the man in the green shirt (established as a survivor in the context) is lying on the ground, a bright light shines from the sky and a second winged figure wearing dark armor descends to confront the initial attacker.","Following the struggle established earlier, who or what descends from the bright light to intervene as the winged creature threatens the man in the green shirt?",A rescue helicopter using a searchlight,A woman holding a baby,A second winged figure wearing armor,A group of armed men from a truck,A giant bird with glowing feathers
1026_Legion/segment_0008.mp4,"Question:
What is the name of the business displayed on the side of the vehicle that arrives at the diner?

A. Paradise Falls
B. Frosty Treats
C. Sunny Side
D. Desert Diner
E. Rescue Unit

Correct Answer: B

Rationale:
The vehicle that pulls up to the building has the words ""Frosty Treats"" clearly printed on its side in large, teal-colored letters as it comes to a stop.",What is the name of the business displayed on the side of the vehicle that arrives at the diner?,Paradise Falls,Frosty Treats,Sunny Side,Desert Diner,Rescue Unit
1026_Legion/segment_0001.mp4,"Question:
Which items, previously seen with the man when he was in the room filled with firearms, does he pick up from the pavement and put into the vehicle?

A. Two black bags
B. A pair of shotguns
C. Two ammunition crates
D. A heavy metal bar
E. A tactical vest

Correct Answer: A

Rationale:
In the target scene, the man is shown picking up two large black bags from the ground and placing them into the rear of the police car. These are the same bags he was seen carrying earlier when he was among the rows of assault rifles.","Which items, previously seen with the man when he was in the room filled with firearms, does he pick up from the pavement and put into the vehicle?",Two black bags,A pair of shotguns,Two ammunition crates,A heavy metal bar,A tactical vest
1026_Legion/segment_0016.mp4,"Question:
What does the man in the light grey coat do with the equipment from the fuel pumps marked ""SMOKING""?

A. He uses the hose to spray the white van with water.
B. He uses the hose to cover a car and the surrounding crowd in fuel before lighting it.
C. He uses a nozzle as a blunt weapon to beat back the attackers.
D. He uses the pump as cover while reloading his submachine guns.
E. He tears the pump out of the ground and throws it at the crowd.

Correct Answer: B

Rationale:
In the target scene, the man in the light grey coat is seen walking to one of the fuel pumps (01:42), retrieving the hose, and spraying fuel over a car and the surrounding crowd (01:45). He then uses a small igniter to set the fuel and the vehicle on fire (01:48).","What does the man in the light grey coat do with the equipment from the fuel pumps marked ""SMOKING""?",He uses the hose to spray the white van with water.,He uses the hose to cover a car and the surrounding crowd in fuel before lighting it.,He uses a nozzle as a blunt weapon to beat back the attackers.,He uses the pump as cover while reloading his submachine guns.,He tears the pump out of the ground and throws it at the crowd.
1026_Legion/segment_0011.mp4,"Question:
What action does the woman, who was initially shown crying and embracing a child, take while sitting at the bar counter?

A. She lights a cigarette for herself.
B. She begins to weep into her hands.
C. She takes a drink from a blue can.
D. She writes something on a napkin.
E. She cuts a piece of steak with a knife.

Correct Answer: C

Rationale:
The woman is shown sitting at the bar and drinking from a blue can that a man has placed in front of her.","What action does the woman, who was initially shown crying and embracing a child, take while sitting at the bar counter?",She lights a cigarette for herself.,She begins to weep into her hands.,She takes a drink from a blue can.,She writes something on a napkin.,She cuts a piece of steak with a knife.
1026_Legion/segment_0017.mp4,"Question:
What is the appearance of the individual who jumps on the back of the man holding a flashlight in the dark?

A. A tall figure with black wings
B. A small child in a striped sweater
C. An old woman wearing a floral dress
D. A man in a dark hooded sweatshirt
E. A woman dressed in a white hospital gown

Correct Answer: B

Rationale:
In the target scene, a small person is seen jumping onto and clinging to a man's back; the flashlight beam clearly illuminates the horizontal stripes on their sweater. This matches the child introduced earlier in the kitchen area.",What is the appearance of the individual who jumps on the back of the man holding a flashlight in the dark?,A tall figure with black wings,A small child in a striped sweater,An old woman wearing a floral dress,A man in a dark hooded sweatshirt,A woman dressed in a white hospital gown
1026_Legion/segment_0005.mp4,"Question:
What action is performed by the elderly woman who was seen arriving at the diner in a wheelchair?

A. She pays for her meal and exits through the front door.
B. She attacks a man at a nearby table and crawls across the ceiling.
C. She asks the waitress for a different table away from the window.
D. She uses her walker to move toward the kitchen area.
E. She falls out of her chair and is helped up by the man in the green shirt.

Correct Answer: B

Rationale:
In the target scene, the elderly woman is shown biting a man's neck at his table and then rapidly climbing up the wall to move across the ceiling of the diner.",What action is performed by the elderly woman who was seen arriving at the diner in a wheelchair?,She pays for her meal and exits through the front door.,She attacks a man at a nearby table and crawls across the ceiling.,She asks the waitress for a different table away from the window.,She uses her walker to move toward the kitchen area.,She falls out of her chair and is helped up by the man in the green shirt.
3074_THE_ROOMMATE/segment_0004.mp4,"Question:
In the art gallery, what is the woman walking past the others wearing that was seen being handled earlier?

A. A silk scarf around her neck
B. A large, ornate earring with yellow gems
C. A silver watch on her left wrist
D. A pearl necklace
E. A pair of glasses on her head

Correct Answer: B

Rationale:
The woman walking through the gallery is wearing the distinct, ornate earring with yellow gems that was given to her and put on earlier in the room.","In the art gallery, what is the woman walking past the others wearing that was seen being handled earlier?",A silk scarf around her neck,"A large, ornate earring with yellow gems",A silver watch on her left wrist,A pearl necklace,A pair of glasses on her head
3074_THE_ROOMMATE/segment_0000.mp4,"Question:
In the target scene, who is standing near the board of portraits, and who is the subject of those portraits?

A. The man from the hallway is looking at sketches of himself.
B. A blonde woman is looking at portraits of the girl seen in the context.
C. The brunette girl is looking at sketches of the man she met earlier.
D. A campus official is looking at photos of the dormitory rooms.
E. A student is looking at abstract drawings of the university campus.

Correct Answer: B

Rationale:
In the target scene, a blonde woman is shown standing by a corkboard that features multiple sketches and photographs. These portraits clearly depict the face of the brunette girl who was the primary focus of the context as she walked through the hallway and went to sleep.","In the target scene, who is standing near the board of portraits, and who is the subject of those portraits?",The man from the hallway is looking at sketches of himself.,A blonde woman is looking at portraits of the girl seen in the context.,The brunette girl is looking at sketches of the man she met earlier.,A campus official is looking at photos of the dormitory rooms.,A student is looking at abstract drawings of the university campus.
3074_THE_ROOMMATE/segment_0015.mp4,"Question:
What is the woman in the denim jacket doing when the two women who were previously seen inside the cafe approach her table?

A. She is talking on a cell phone.
B. She is drinking from a clear cup through a straw.
C. She is reading a book.
D. She is writing on a napkin.
E. She is looking at a map.

Correct Answer: B

Rationale:
In the target scene, as the two women from the cafe approach the outdoor table, the woman wearing the denim jacket is shown holding a large clear cup and repeatedly sipping from it using a straw while listening to them.",What is the woman in the denim jacket doing when the two women who were previously seen inside the cafe approach her table?,She is talking on a cell phone.,She is drinking from a clear cup through a straw.,She is reading a book.,She is writing on a napkin.,She is looking at a map.
3074_THE_ROOMMATE/segment_0010.mp4,"Question:
In the laundry room, what does the woman do with the small black and white animal seen earlier?

A. She places it in a washing machine and adds detergent.
B. She sets it on top of a laundry basket full of clothes.
C. She puts it inside a front-loading dryer and closes the door.
D. She hides it behind one of the industrial laundry machines.
E. She gives it to a person waiting in the hallway.

Correct Answer: C

Rationale: The woman is seen carrying the animal into a laundry facility, opening the circular glass door of a dryer unit, and placing the animal inside the drum before closing the door.","In the laundry room, what does the woman do with the small black and white animal seen earlier?",She places it in a washing machine and adds detergent.,She sets it on top of a laundry basket full of clothes.,She puts it inside a front-loading dryer and closes the door.,She hides it behind one of the industrial laundry machines.,She gives it to a person waiting in the hallway.
3074_THE_ROOMMATE/segment_0009.mp4,"Question:
Where is the man, who was shown earlier hanging from monkey bars, located?

A. In a school hallway
B. In an outdoor park
C. In a bedroom
D. In a kitchen
E. In a library

Correct Answer: C

Rationale:
The man identified from the earlier outdoor scene is shown in the target scene in a room with a bed, pillows, and a lamp. He is seen being intimate with a woman on the bed, indicating the location is a bedroom.","Where is the man, who was shown earlier hanging from monkey bars, located?",In a school hallway,In an outdoor park,In a bedroom,In a kitchen,In a library
3074_THE_ROOMMATE/segment_0003.mp4,"Question:
What accessory is the woman who earlier brought a kitten into a dorm room wearing when she hugs a girl with curly hair?

A. A pair of silver earrings
B. A teardrop-shaped pendant necklace
C. A wide leather belt
D. A gold-rimmed watch
E. A silk headscarf

Correct Answer: B

Rationale:
In the final part of the video, when the two women hug, the teardrop-shaped pendant necklace that was previously shown in a close-up is clearly visible around the neck of the woman who had the kitten.",What accessory is the woman who earlier brought a kitten into a dorm room wearing when she hugs a girl with curly hair?,A pair of silver earrings,A teardrop-shaped pendant necklace,A wide leather belt,A gold-rimmed watch,A silk headscarf
3074_THE_ROOMMATE/segment_0020.mp4,"Question:
As the man who was seen earlier following a woman into a building knocks on the door of room 316, what action does the woman inside the room take?

A. She hides a cell phone under the seat cushion.
B. She uses a handheld blade to cut into the upholstery of her chair.
C. She peers through the door's peephole.
D. She writes a message in a notebook.
E. She looks at a picture frame on the side table.

Correct Answer: B

Rationale:
In the target scene, while the knocking on the door is heard, the woman sitting in the chair is shown extending the blade of a utility knife and slicing into the fabric of the seat cushion.","As the man who was seen earlier following a woman into a building knocks on the door of room 316, what action does the woman inside the room take?",She hides a cell phone under the seat cushion.,She uses a handheld blade to cut into the upholstery of her chair.,She peers through the door's peephole.,She writes a message in a notebook.,She looks at a picture frame on the side table.
3074_THE_ROOMMATE/segment_0014.mp4,"Question:
At night, what is the woman who previously showed her bedroom to her companion doing when she is found downstairs?

A. Playing the piano in the foyer
B. Standing near the front door
C. Sitting at a counter in the kitchen
D. Drawing a picture in the living room
E. Sleeping on the couch

Correct Answer: C

Rationale:
The woman is seen sitting on a stool at a kitchen counter, which is cluttered with bottles and food, while she speaks with a man in the dark.","At night, what is the woman who previously showed her bedroom to her companion doing when she is found downstairs?",Playing the piano in the foyer,Standing near the front door,Sitting at a counter in the kitchen,Drawing a picture in the living room,Sleeping on the couch
3074_THE_ROOMMATE/segment_0024.mp4,"Question:
What object does the woman in the white shirt remove from the woman lying on the floor?

A. A wristwatch
B. A ring
C. A necklace
D. A pair of earrings
E. A bracelet

Correct Answer: C

Rationale:
The woman sitting up reaches toward the woman on the floor and pulls a thin chain with a circular pendant from around her neck.",What object does the woman in the white shirt remove from the woman lying on the floor?,A wristwatch,A ring,A necklace,A pair of earrings,A bracelet
3074_THE_ROOMMATE/segment_0002.mp4,"Question:
What is depicted in the photograph that the woman in the black shirt picks up and looks at while in the bedroom?

A. A nurse wearing a white face mask
B. A woman jogging through a park
C. A woman with a tattoo on her chest
D. Two young girls
E. A black and white kitten

Correct Answer: D

Rationale:
In the target scene, the woman in the black shirt picks up a framed photo from a desk and looks at it closely. The image inside the frame shows two young girls, matching the photograph that was shown in detail earlier in the clip.",What is depicted in the photograph that the woman in the black shirt picks up and looks at while in the bedroom?,A nurse wearing a white face mask,A woman jogging through a park,A woman with a tattoo on her chest,Two young girls,A black and white kitten
